Ad Title,Brand,Platform,Date of Release,View Count,Celebrity Featured,Ad Copy / Script,Ad Link,Source
Billa Werbespot 2008,Billa,TV,2022-11-21,6023527,Armin Assinger,Erste Bank – Weil du zählst.,https://prantl.org/,Meta Ads Library
Spar Werbespot 2004,Spar,YouTube,2023-09-26,1503106,Conchita Wurst,Schneller surfen mit A1 – Österreichs schnellstes Netz.,http://kober.at/,Horizont.at
Spar Werbespot 1970,Spar,Facebook,2025-01-22,7651909,,Schneller surfen mit A1 – Österreichs schnellstes Netz.,https://www.weiss-bayer.co.at/,Statista AT
XXXLutz Werbespot 1999,XXXLutz,TV,2023-08-26,3642477,Petra Frey,Erste Bank – Weil du zählst.,https://konrad-leeb.org/,Meta Ads Library
XXXLutz Werbespot 1984,XXXLutz,YouTube,2021-10-09,4496515,,"Jetzt neu bei Billa – frisch, regional, leiwand.",https://www.pertl.com/,Horizont.at
Spar Werbespot 1998,Spar,YouTube,2021-08-11,5889424,,XXXLutz macht Wohnen zum Erlebnis.,https://www.anderl.at/,ORF
Magenta Werbespot 1979,Magenta,Instagram,2024-06-09,6610927,Conchita Wurst,Schneller surfen mit A1 – Österreichs schnellstes Netz.,https://www.fichtinger.net/,Horizont.at
Spar Werbespot 2001,Spar,TV,2023-12-02,3209528,Marcel Hirscher,Magenta – So geht Internet heute.,http://lampert.net/,Meta Ads Library
Hofer Werbespot 1996,Hofer,TikTok,2023-04-27,1854367,Christoph Waltz,Red Bull verleiht dir Flüüügel.,http://www.rath-albrecht.org/,Statista AT
Magenta Werbespot 2003,Magenta,Facebook,2022-04-24,2510279,Marcel Hirscher,Erste Bank – Weil du zählst.,https://pokorny.at/,Meta Ads Library
Magenta Werbespot 2008,Magenta,Facebook,2024-05-29,1043771,,"Jetzt neu bei Billa – frisch, regional, leiwand.",https://www.mayerhofer.co.at/,Meta Ads Library
Lidl Österreich Werbespot 2019,Lidl Österreich,TV,2024-10-10,4515957,,ÖBB – Nachhaltig ans Ziel.,https://dangl.org/,Meta Ads Library
Erste Bank Werbespot 1976,Erste Bank,Instagram,2022-05-20,1786178,Anna Veith,Magenta – So geht Internet heute.,https://www.rettenbacher.org/,Horizont.at
Billa Werbespot 1991,Billa,Facebook,2020-09-29,1862103,Christoph Waltz,Bei Lidl Österreich ist mehr für dich drin.,https://www.lintner-neubacher.net/,ORF
A1 Telekom Werbespot 2009,A1 Telekom,Facebook,2023-02-12,5638570,Conchita Wurst,Bei Lidl Österreich ist mehr für dich drin.,https://huber-gahleitner.at/,Meta Ads Library
Magenta Werbespot 2017,Magenta,TikTok,2022-11-19,623581,Petra Frey,Schneller surfen mit A1 – Österreichs schnellstes Netz.,https://www.maringer.org/,Meta Ads Library
Erste Bank Werbespot 1973,Erste Bank,Facebook,2022-10-12,6096683,Conchita Wurst,Bei Lidl Österreich ist mehr für dich drin.,http://dengg-feichtenschlager.org/,Statista AT
ÖBB Werbespot 1975,ÖBB,Facebook,2022-08-30,5641235,DJ Ötzi,Spar – wo Qualität auf Preis trifft.,https://www.hollaus.com/,Meta Ads Library
Erste Bank Werbespot 1970,Erste Bank,YouTube,2021-03-31,7560742,,Spar – wo Qualität auf Preis trifft.,http://www.lettner.co.at/,ORF
Hofer Werbespot 1987,Hofer,Instagram,2022-04-22,5180255,Petra Frey,Schneller surfen mit A1 – Österreichs schnellstes Netz.,https://www.weidinger.at/,Horizont.at
Billa Werbespot 1979,Billa,TikTok,2021-08-10,3067592,,Erste Bank – Weil du zählst.,https://haslauer-salcher.net/,Statista AT
Billa Werbespot 2019,Billa,Instagram,2021-09-20,2075066,Armin Assinger,Spar – wo Qualität auf Preis trifft.,http://riepl.at/,Statista AT
Erste Bank Werbespot 1973,Erste Bank,Facebook,2021-09-21,5710731,DJ Ötzi,Erste Bank – Weil du zählst.,https://hoedl-marte.org/,Statista AT
Hofer Werbespot 1985,Hofer,Instagram,2023-07-12,6509216,Petra Frey,Schneller surfen mit A1 – Österreichs schnellstes Netz.,https://foidl-oberhauser.net/,Statista AT
Magenta Werbespot 1970,Magenta,Facebook,2022-10-03,5425279,Conchita Wurst,Bei Lidl Österreich ist mehr für dich drin.,https://jenewein.at/,Meta Ads Library
Erste Bank Werbespot 1976,Erste Bank,TikTok,2024-10-25,1657790,Christoph Waltz,Schneller surfen mit A1 – Österreichs schnellstes Netz.,https://roth.com/,Meta Ads Library
Spar Werbespot 1988,Spar,TikTok,2022-07-27,5308467,Armin Assinger,"Jetzt neu bei Billa – frisch, regional, leiwand.",http://prem.co.at/,Horizont.at
Lidl Österreich Werbespot 2019,Lidl Österreich,TikTok,2021-12-15,1794765,Manuel Rubey,"Jetzt neu bei Billa – frisch, regional, leiwand.",https://www.paul-amon.at/,Horizont.at
Erste Bank Werbespot 1974,Erste Bank,TikTok,2020-05-26,3970294,,Red Bull verleiht dir Flüüügel.,https://www.eibl.com/,ORF
XXXLutz Werbespot 1984,XXXLutz,TikTok,2022-09-16,6160752,Anna Veith,Schneller surfen mit A1 – Österreichs schnellstes Netz.,https://www.baier.at/,YouTube Leaderboard
Hofer Werbespot 1973,Hofer,TikTok,2022-02-21,769622,,Magenta – So geht Internet heute.,http://www.walter.co.at/,ORF
Magenta Werbespot 1995,Magenta,Facebook,2025-02-10,7123387,Armin Assinger,Bei Lidl Österreich ist mehr für dich drin.,http://www.gollner.net/,YouTube Leaderboard
Magenta Werbespot 2014,Magenta,TV,2020-12-10,1345654,Christoph Waltz,Red Bull verleiht dir Flüüügel.,https://schiller-zehetner.com/,Horizont.at
Lidl Österreich Werbespot 1987,Lidl Österreich,Facebook,2021-09-04,6183342,,Mit Hofer wird’s g’scheit günstig.,http://kopf.com/,ORF
Red Bull Werbespot 1974,Red Bull,TV,2022-06-30,1954059,Anna Veith,XXXLutz macht Wohnen zum Erlebnis.,https://www.burgstaller-meyer.co.at/,ORF
ÖBB Werbespot 2011,ÖBB,YouTube,2023-08-21,5618502,Anna Veith,Spar – wo Qualität auf Preis trifft.,http://fleischmann.net/,Horizont.at
ÖBB Werbespot 1984,ÖBB,TV,2021-03-15,7709919,Manuel Rubey,Mit Hofer wird’s g’scheit günstig.,https://berchtold.at/,Meta Ads Library
Red Bull Werbespot 2008,Red Bull,Instagram,2022-06-06,875914,,ÖBB – Nachhaltig ans Ziel.,https://www.franz-rottensteiner.at/,ORF
Erste Bank Werbespot 1972,Erste Bank,TikTok,2023-08-15,4792850,,Red Bull verleiht dir Flüüügel.,https://www.kalcher.org/,Statista AT
XXXLutz Werbespot 1970,XXXLutz,TikTok,2024-09-06,5490584,DJ Ötzi,XXXLutz macht Wohnen zum Erlebnis.,https://kroell-vogel.at/,Horizont.at
Erste Bank Werbespot 2006,Erste Bank,Facebook,2022-03-21,4341640,Manuel Rubey,Magenta – So geht Internet heute.,http://taferner.at/,ORF
ÖBB Werbespot 2008,ÖBB,TV,2024-11-07,7452137,Petra Frey,Bei Lidl Österreich ist mehr für dich drin.,https://hoefler.at/,Meta Ads Library
Magenta Werbespot 1994,Magenta,TV,2024-11-05,1399202,Christoph Waltz,Spar – wo Qualität auf Preis trifft.,https://www.sommer-spitzer.com/,Meta Ads Library
Magenta Werbespot 2014,Magenta,Instagram,2022-01-10,1784334,,Red Bull verleiht dir Flüüügel.,http://www.salcher-gratz.com/,YouTube Leaderboard
Billa Werbespot 2017,Billa,TikTok,2023-08-14,6027171,DJ Ötzi,XXXLutz macht Wohnen zum Erlebnis.,http://deutschmann-windhager.net/,YouTube Leaderboard
XXXLutz Werbespot 2020,XXXLutz,YouTube,2021-11-28,4049254,DJ Ötzi,Mit Hofer wird’s g’scheit günstig.,http://www.baldauf.org/,Statista AT
A1 Telekom Werbespot 1986,A1 Telekom,Facebook,2024-06-16,5439603,,Magenta – So geht Internet heute.,https://www.rieser.org/,Meta Ads Library
A1 Telekom Werbespot 2025,A1 Telekom,Facebook,2024-02-13,4820753,Armin Assinger,Bei Lidl Österreich ist mehr für dich drin.,http://www.brandtner-karl.at/,YouTube Leaderboard
Billa Werbespot 1997,Billa,TikTok,2021-04-21,338756,,Bei Lidl Österreich ist mehr für dich drin.,http://wenzl.co.at/,YouTube Leaderboard
Red Bull Werbespot 2020,Red Bull,Instagram,2025-03-23,7748045,Christoph Waltz,Red Bull verleiht dir Flüüügel.,http://www.schaefer.net/,Horizont.at
XXXLutz Werbespot 2014,XXXLutz,TikTok,2020-06-17,5358766,,"Jetzt neu bei Billa – frisch, regional, leiwand.",https://www.schmidl.co.at/,ORF
Spar Werbespot 1970,Spar,TV,2021-10-06,5097907,Anna Veith,Mit Hofer wird’s g’scheit günstig.,http://loibl.co.at/,Statista AT
Billa Werbespot 2010,Billa,TV,2020-11-03,5050200,Anna Veith,Red Bull verleiht dir Flüüügel.,http://www.poell-stockinger.org/,Horizont.at
Billa Werbespot 1985,Billa,TikTok,2020-11-01,2228960,,Red Bull verleiht dir Flüüügel.,http://sturm-uhl.net/,ORF
Hofer Werbespot 1992,Hofer,TikTok,2021-04-29,587496,,Spar – wo Qualität auf Preis trifft.,http://spiegl.org/,Statista AT
XXXLutz Werbespot 1981,XXXLutz,YouTube,2023-02-25,148937,Christoph Waltz,Spar – wo Qualität auf Preis trifft.,http://www.fitz-simic.net/,Horizont.at
Magenta Werbespot 1981,Magenta,TV,2023-06-12,6943303,,Red Bull verleiht dir Flüüügel.,http://prager.co.at/,Horizont.at
Spar Werbespot 1976,Spar,TV,2023-07-01,7573237,Christoph Waltz,Bei Lidl Österreich ist mehr für dich drin.,http://www.danninger-aigner.at/,Horizont.at
Red Bull Werbespot 1982,Red Bull,TikTok,2021-01-20,6321447,,XXXLutz macht Wohnen zum Erlebnis.,https://strohmaier.net/,Meta Ads Library
Hofer Werbespot 2017,Hofer,Facebook,2021-05-18,7576396,,Bei Lidl Österreich ist mehr für dich drin.,http://www.hochreiter.net/,Horizont.at
Red Bull Werbespot 1986,Red Bull,TV,2021-10-13,4389224,,Magenta – So geht Internet heute.,http://www.moritz.com/,ORF
Red Bull Werbespot 1993,Red Bull,TV,2023-11-11,1935070,,Mit Hofer wird’s g’scheit günstig.,http://www.erler.at/,Statista AT
ÖBB Werbespot 2012,ÖBB,TikTok,2023-05-18,829708,,Magenta – So geht Internet heute.,http://sailer.at/,YouTube Leaderboard
Erste Bank Werbespot 1983,Erste Bank,Facebook,2021-04-04,7644349,Petra Frey,XXXLutz macht Wohnen zum Erlebnis.,http://geiger-froehlich.at/,ORF
Lidl Österreich Werbespot 1973,Lidl Österreich,TV,2023-05-25,2172624,,Spar – wo Qualität auf Preis trifft.,https://www.heinz-kapeller.org/,Meta Ads Library
Red Bull Werbespot 2024,Red Bull,TikTok,2024-02-25,998417,,ÖBB – Nachhaltig ans Ziel.,http://www.brandl.co.at/,Meta Ads Library
XXXLutz Werbespot 2023,XXXLutz,Facebook,2020-07-18,5779405,,Erste Bank – Weil du zählst.,https://www.wurzinger.net/,Statista AT
ÖBB Werbespot 2010,ÖBB,Facebook,2025-03-25,3584147,Conchita Wurst,Bei Lidl Österreich ist mehr für dich drin.,https://seifert.com/,ORF
Erste Bank Werbespot 1985,Erste Bank,TV,2021-03-27,4746797,,Erste Bank – Weil du zählst.,https://www.hartmann.net/,Horizont.at
Erste Bank Werbespot 1983,Erste Bank,TV,2023-06-29,6343163,,Spar – wo Qualität auf Preis trifft.,http://www.prenner-meier.at/,Statista AT
Magenta Werbespot 1999,Magenta,TV,2021-07-13,1509208,,Erste Bank – Weil du zählst.,http://krainz.co.at/,Horizont.at
Magenta Werbespot 2001,Magenta,Instagram,2021-12-13,2582392,Petra Frey,Bei Lidl Österreich ist mehr für dich drin.,https://kappel.at/,ORF
XXXLutz Werbespot 2017,XXXLutz,YouTube,2025-02-18,6283120,Christoph Waltz,Spar – wo Qualität auf Preis trifft.,http://ender.net/,Statista AT
Billa Werbespot 1998,Billa,Facebook,2021-10-02,4274294,Conchita Wurst,Magenta – So geht Internet heute.,https://www.ramsauer-fritsch.org/,ORF
Magenta Werbespot 1981,Magenta,YouTube,2025-03-20,1358368,,Magenta – So geht Internet heute.,http://www.waltl-neumueller.net/,Meta Ads Library
Spar Werbespot 1984,Spar,TV,2024-04-29,7776691,Christoph Waltz,Bei Lidl Österreich ist mehr für dich drin.,https://schwarzinger.co.at/,Statista AT
Spar Werbespot 1986,Spar,Instagram,2023-01-30,1870343,Conchita Wurst,Erste Bank – Weil du zählst.,https://www.franz.at/,Meta Ads Library
Lidl Österreich Werbespot 1998,Lidl Österreich,TV,2020-09-03,7817151,Armin Assinger,Magenta – So geht Internet heute.,http://stadlbauer.net/,Horizont.at
Magenta Werbespot 2006,Magenta,TikTok,2023-08-27,492034,Marcel Hirscher,Red Bull verleiht dir Flüüügel.,https://www.mitterlehner-hauer.at/,Statista AT
Hofer Werbespot 2008,Hofer,Facebook,2020-05-27,7145078,Armin Assinger,ÖBB – Nachhaltig ans Ziel.,https://www.klein.co.at/,ORF
A1 Telekom Werbespot 2014,A1 Telekom,TikTok,2021-01-25,4292785,Armin Assinger,ÖBB – Nachhaltig ans Ziel.,http://hoeller.net/,YouTube Leaderboard
Lidl Österreich Werbespot 2008,Lidl Österreich,YouTube,2025-04-06,3027717,Christoph Waltz,Spar – wo Qualität auf Preis trifft.,http://stark-fiedler.net/,Meta Ads Library
Billa Werbespot 1982,Billa,Instagram,2023-06-13,6550370,Conchita Wurst,Magenta – So geht Internet heute.,https://www.burtscher.com/,ORF
XXXLutz Werbespot 2006,XXXLutz,TikTok,2020-07-29,1690325,Manuel Rubey,ÖBB – Nachhaltig ans Ziel.,https://schlosser-reichel.org/,Meta Ads Library
Spar Werbespot 2009,Spar,TikTok,2022-01-22,2396506,Conchita Wurst,ÖBB – Nachhaltig ans Ziel.,http://brandstaetter.com/,Horizont.at
ÖBB Werbespot 1973,ÖBB,Instagram,2021-03-29,1908304,DJ Ötzi,Bei Lidl Österreich ist mehr für dich drin.,https://reindl-bichler.com/,YouTube Leaderboard
Hofer Werbespot 1994,Hofer,TikTok,2021-10-15,49019,Manuel Rubey,Schneller surfen mit A1 – Österreichs schnellstes Netz.,http://www.kapeller.org/,YouTube Leaderboard
XXXLutz Werbespot 1977,XXXLutz,YouTube,2024-05-14,4696134,,XXXLutz macht Wohnen zum Erlebnis.,http://www.kirschner-yilmaz.com/,Horizont.at
Erste Bank Werbespot 2004,Erste Bank,YouTube,2023-11-23,6745567,DJ Ötzi,ÖBB – Nachhaltig ans Ziel.,https://www.kofler.net/,ORF
Magenta Werbespot 2003,Magenta,Instagram,2024-07-24,5833303,,Mit Hofer wird’s g’scheit günstig.,http://oberhofer.org/,Statista AT
Lidl Österreich Werbespot 1989,Lidl Österreich,Facebook,2024-02-22,6364146,Petra Frey,Erste Bank – Weil du zählst.,https://www.wolf.at/,Statista AT
Hofer Werbespot 1975,Hofer,YouTube,2023-08-15,4053058,,XXXLutz macht Wohnen zum Erlebnis.,http://eisner.com/,ORF
Spar Werbespot 1977,Spar,Facebook,2021-07-22,5688357,Manuel Rubey,Spar – wo Qualität auf Preis trifft.,https://www.neumeister.at/,ORF
XXXLutz Werbespot 1989,XXXLutz,TikTok,2023-11-04,4503373,DJ Ötzi,"Jetzt neu bei Billa – frisch, regional, leiwand.",http://ladner-leopold.at/,ORF
A1 Telekom Werbespot 1989,A1 Telekom,YouTube,2021-11-27,3356472,Marcel Hirscher,Erste Bank – Weil du zählst.,http://www.trummer.com/,Meta Ads Library
Magenta Werbespot 1998,Magenta,TV,2025-03-21,2642955,Christoph Waltz,Erste Bank – Weil du zählst.,https://punz-sattler.org/,YouTube Leaderboard
Lidl Österreich Werbespot 2007,Lidl Österreich,Facebook,2024-02-01,7955002,Marcel Hirscher,Spar – wo Qualität auf Preis trifft.,https://felder.com/,Statista AT
A1 Telekom Werbespot 1981,A1 Telekom,Facebook,2022-07-05,7331094,Anna Veith,Schneller surfen mit A1 – Österreichs schnellstes Netz.,http://hosp-stadler.at/,YouTube Leaderboard
A1 Telekom Werbespot 1980,A1 Telekom,Facebook,2023-04-21,7025684,Anna Veith,Bei Lidl Österreich ist mehr für dich drin.,https://reindl.org/,ORF
Billa Werbespot 1989,Billa,YouTube,2021-11-06,7729097,Conchita Wurst,XXXLutz macht Wohnen zum Erlebnis.,http://www.haslauer.at/,Statista AT
Lidl Österreich Werbespot 1991,Lidl Österreich,TikTok,2025-03-08,364528,Armin Assinger,Mit Hofer wird’s g’scheit günstig.,http://kober-gollner.co.at/,ORF
Lidl Österreich Werbespot 2008,Lidl Österreich,TV,2020-08-04,7543986,DJ Ötzi,Bei Lidl Österreich ist mehr für dich drin.,https://kofler.org/,ORF
Hofer Werbespot 1981,Hofer,TikTok,2024-11-01,2361046,Christoph Waltz,Magenta – So geht Internet heute.,https://www.kucera.co.at/,YouTube Leaderboard
Lidl Österreich Werbespot 2001,Lidl Österreich,YouTube,2023-01-08,4420188,Christoph Waltz,Magenta – So geht Internet heute.,http://www.pauer.com/,Statista AT
Magenta Werbespot 2002,Magenta,TikTok,2022-10-06,2923270,Armin Assinger,Magenta – So geht Internet heute.,http://schiefer-engl.net/,YouTube Leaderboard
Hofer Werbespot 1972,Hofer,TikTok,2021-06-26,3869351,Conchita Wurst,Erste Bank – Weil du zählst.,http://kronsteiner.co.at/,Meta Ads Library
Red Bull Werbespot 2000,Red Bull,Facebook,2023-05-04,3192872,,Bei Lidl Österreich ist mehr für dich drin.,http://rauscher.co.at/,Meta Ads Library
ÖBB Werbespot 2009,ÖBB,TikTok,2024-10-10,7239654,DJ Ötzi,Schneller surfen mit A1 – Österreichs schnellstes Netz.,http://bader.org/,YouTube Leaderboard
Magenta Werbespot 2000,Magenta,Facebook,2021-01-15,2269960,Marcel Hirscher,Mit Hofer wird’s g’scheit günstig.,https://www.jovanovic-rainer.org/,Horizont.at
ÖBB Werbespot 2004,ÖBB,Facebook,2020-10-10,4193986,DJ Ötzi,Magenta – So geht Internet heute.,https://schrempf.com/,YouTube Leaderboard
XXXLutz Werbespot 1996,XXXLutz,Instagram,2023-06-21,7176606,DJ Ötzi,Magenta – So geht Internet heute.,http://kirchmair-hoermann.net/,ORF
Hofer Werbespot 2008,Hofer,TikTok,2021-01-16,1110075,Christoph Waltz,Bei Lidl Österreich ist mehr für dich drin.,http://koelbl.com/,YouTube Leaderboard
Spar Werbespot 1981,Spar,Facebook,2023-11-26,4668529,Marcel Hirscher,Magenta – So geht Internet heute.,https://www.puehringer.co.at/,Statista AT
A1 Telekom Werbespot 1990,A1 Telekom,Facebook,2024-05-02,3977702,Christoph Waltz,"Jetzt neu bei Billa – frisch, regional, leiwand.",https://www.siller.at/,YouTube Leaderboard
XXXLutz Werbespot 1997,XXXLutz,Facebook,2022-08-16,7503295,Petra Frey,ÖBB – Nachhaltig ans Ziel.,https://www.lutz.co.at/,Horizont.at
ÖBB Werbespot 1983,ÖBB,Instagram,2021-11-17,2115322,Petra Frey,ÖBB – Nachhaltig ans Ziel.,https://meusburger.com/,Horizont.at
Red Bull Werbespot 2009,Red Bull,YouTube,2022-11-19,5802696,Manuel Rubey,Red Bull verleiht dir Flüüügel.,https://bartl.co.at/,Meta Ads Library
A1 Telekom Werbespot 1987,A1 Telekom,TV,2022-11-07,7047804,Marcel Hirscher,XXXLutz macht Wohnen zum Erlebnis.,https://www.sattler.net/,Statista AT
ÖBB Werbespot 1982,ÖBB,Instagram,2024-06-25,3032470,Marcel Hirscher,ÖBB – Nachhaltig ans Ziel.,http://www.spindler.net/,Horizont.at
Erste Bank Werbespot 1974,Erste Bank,YouTube,2023-05-17,3464100,DJ Ötzi,XXXLutz macht Wohnen zum Erlebnis.,https://reiterer-scherz.net/,ORF
Lidl Österreich Werbespot 2017,Lidl Österreich,TikTok,2021-04-25,4840952,Anna Veith,ÖBB – Nachhaltig ans Ziel.,https://www.fuchs-prager.at/,YouTube Leaderboard
Erste Bank Werbespot 1979,Erste Bank,Instagram,2023-01-07,5657150,DJ Ötzi,ÖBB – Nachhaltig ans Ziel.,https://www.fuhrmann-brandner.com/,Statista AT
Hofer Werbespot 1994,Hofer,TV,2023-11-13,5157784,Conchita Wurst,Schneller surfen mit A1 – Österreichs schnellstes Netz.,https://www.huemer-noebauer.at/,Statista AT
Billa Werbespot 2004,Billa,Instagram,2021-12-12,3548453,Christoph Waltz,Bei Lidl Österreich ist mehr für dich drin.,http://www.sieber.com/,Horizont.at
XXXLutz Werbespot 1991,XXXLutz,YouTube,2022-11-10,1368950,Conchita Wurst,Erste Bank – Weil du zählst.,https://obermueller.com/,YouTube Leaderboard
ÖBB Werbespot 1979,ÖBB,Instagram,2020-05-29,5969548,DJ Ötzi,Schneller surfen mit A1 – Österreichs schnellstes Netz.,http://steiger-meier.net/,Horizont.at
XXXLutz Werbespot 1993,XXXLutz,TV,2021-09-07,6561285,Marcel Hirscher,Erste Bank – Weil du zählst.,http://www.muehlbacher.co.at/,Horizont.at
Magenta Werbespot 2024,Magenta,TV,2025-01-18,1413566,Petra Frey,Red Bull verleiht dir Flüüügel.,http://buerger-erlacher.co.at/,Meta Ads Library
Billa Werbespot 1971,Billa,Instagram,2024-05-17,7898960,Anna Veith,XXXLutz macht Wohnen zum Erlebnis.,https://klocker.net/,YouTube Leaderboard
Billa Werbespot 2010,Billa,YouTube,2024-09-30,811562,Manuel Rubey,XXXLutz macht Wohnen zum Erlebnis.,https://www.hoeglinger.at/,Statista AT
Magenta Werbespot 1985,Magenta,YouTube,2021-05-23,6477060,Armin Assinger,Magenta – So geht Internet heute.,http://www.fehringer-gaertner.co.at/,Horizont.at
Spar Werbespot 1975,Spar,Instagram,2023-11-29,5195016,Conchita Wurst,Red Bull verleiht dir Flüüügel.,http://www.stecher.net/,Meta Ads Library
XXXLutz Werbespot 1972,XXXLutz,Facebook,2021-12-20,2085312,Marcel Hirscher,Schneller surfen mit A1 – Österreichs schnellstes Netz.,http://www.neubauer.net/,Statista AT
Billa Werbespot 1978,Billa,TikTok,2022-06-14,7043996,Christoph Waltz,Red Bull verleiht dir Flüüügel.,http://www.schachinger-amon.at/,Meta Ads Library
Red Bull Werbespot 2023,Red Bull,Instagram,2021-05-08,7227296,,Erste Bank – Weil du zählst.,http://www.schalk.at/,Statista AT
Hofer Werbespot 1976,Hofer,Instagram,2021-07-15,4611531,,Mit Hofer wird’s g’scheit günstig.,https://froeschl-walser.org/,YouTube Leaderboard
Magenta Werbespot 2023,Magenta,TikTok,2022-05-10,5022899,Christoph Waltz,Mit Hofer wird’s g’scheit günstig.,http://www.sperl.co.at/,Horizont.at
XXXLutz Werbespot 2018,XXXLutz,TikTok,2021-12-05,2607627,,Erste Bank – Weil du zählst.,https://www.aichholzer.co.at/,Statista AT
Magenta Werbespot 2004,Magenta,YouTube,2024-05-02,3716592,Anna Veith,Schneller surfen mit A1 – Österreichs schnellstes Netz.,https://www.schantl-eichinger.co.at/,ORF
XXXLutz Werbespot 1994,XXXLutz,Facebook,2023-07-12,2556554,Marcel Hirscher,"Jetzt neu bei Billa – frisch, regional, leiwand.",https://www.haller.com/,Meta Ads Library
Magenta Werbespot 1978,Magenta,Instagram,2024-04-05,2415536,Christoph Waltz,Mit Hofer wird’s g’scheit günstig.,http://www.sorger-klinger.com/,Horizont.at
Red Bull Werbespot 2007,Red Bull,TV,2020-08-23,2523315,Petra Frey,"Jetzt neu bei Billa – frisch, regional, leiwand.",http://erhart-kraft.com/,Statista AT
Erste Bank Werbespot 2001,Erste Bank,Facebook,2022-12-14,6693769,,"Jetzt neu bei Billa – frisch, regional, leiwand.",https://www.kummer.net/,Horizont.at
ÖBB Werbespot 1982,ÖBB,TV,2020-11-21,7410111,Anna Veith,ÖBB – Nachhaltig ans Ziel.,https://arnold.net/,Statista AT
XXXLutz Werbespot 2015,XXXLutz,Facebook,2021-03-11,6007334,Anna Veith,Magenta – So geht Internet heute.,https://sagmeister.at/,Statista AT
A1 Telekom Werbespot 1979,A1 Telekom,YouTube,2023-08-28,3552000,Marcel Hirscher,Spar – wo Qualität auf Preis trifft.,https://www.wolf.com/,Horizont.at
Lidl Österreich Werbespot 1983,Lidl Österreich,Instagram,2023-03-07,2398042,,ÖBB – Nachhaltig ans Ziel.,http://handler.net/,ORF
XXXLutz Werbespot 1988,XXXLutz,YouTube,2025-03-31,1540142,Anna Veith,Red Bull verleiht dir Flüüügel.,https://marte-sauer.org/,ORF
Spar Werbespot 1997,Spar,TV,2024-06-02,5191889,,Mit Hofer wird’s g’scheit günstig.,https://www.eisl-fankhauser.com/,ORF
Lidl Österreich Werbespot 2003,Lidl Österreich,Facebook,2024-07-11,2699754,Petra Frey,"Jetzt neu bei Billa – frisch, regional, leiwand.",http://www.ebner.at/,YouTube Leaderboard
Red Bull Werbespot 1974,Red Bull,YouTube,2024-07-14,1569757,,XXXLutz macht Wohnen zum Erlebnis.,http://www.rath-schauer.com/,ORF
Erste Bank Werbespot 1980,Erste Bank,TV,2022-11-15,6109416,Christoph Waltz,"Jetzt neu bei Billa – frisch, regional, leiwand.",http://www.seiwald.net/,YouTube Leaderboard
Spar Werbespot 2023,Spar,YouTube,2024-04-05,4150445,Christoph Waltz,Spar – wo Qualität auf Preis trifft.,http://mohr.com/,ORF
XXXLutz Werbespot 2006,XXXLutz,TV,2023-03-22,3125504,Marcel Hirscher,Mit Hofer wird’s g’scheit günstig.,http://www.wiesner-zoehrer.at/,Meta Ads Library
ÖBB Werbespot 1996,ÖBB,Facebook,2024-02-16,480083,Conchita Wurst,Schneller surfen mit A1 – Österreichs schnellstes Netz.,https://ludwig-berger.at/,Statista AT
Spar Werbespot 1982,Spar,TV,2025-01-12,1533402,,Spar – wo Qualität auf Preis trifft.,https://www.lassnig-fellner.com/,ORF
XXXLutz Werbespot 2018,XXXLutz,YouTube,2023-08-10,6453672,Armin Assinger,Spar – wo Qualität auf Preis trifft.,https://www.scharinger.org/,Statista AT
Hofer Werbespot 2016,Hofer,YouTube,2024-11-19,1680841,Anna Veith,Mit Hofer wird’s g’scheit günstig.,https://wallner.at/,Meta Ads Library
Magenta Werbespot 1996,Magenta,Facebook,2022-07-16,3976348,,Magenta – So geht Internet heute.,https://schartner.com/,ORF
ÖBB Werbespot 1991,ÖBB,YouTube,2020-10-26,6257202,Christoph Waltz,ÖBB – Nachhaltig ans Ziel.,http://www.ulrich.com/,Horizont.at
Spar Werbespot 2025,Spar,TV,2025-04-07,5366294,Marcel Hirscher,Schneller surfen mit A1 – Österreichs schnellstes Netz.,http://eberharter-lang.com/,YouTube Leaderboard
ÖBB Werbespot 1994,ÖBB,Facebook,2023-10-20,957312,Armin Assinger,Spar – wo Qualität auf Preis trifft.,https://www.hebenstreit.com/,Statista AT
ÖBB Werbespot 2010,ÖBB,Facebook,2021-01-07,6673829,Armin Assinger,Schneller surfen mit A1 – Österreichs schnellstes Netz.,http://karl.at/,Horizont.at
Spar Werbespot 2006,Spar,Facebook,2023-01-27,84909,Manuel Rubey,"Jetzt neu bei Billa – frisch, regional, leiwand.",http://weinberger.org/,Horizont.at
Hofer Werbespot 1998,Hofer,Facebook,2022-07-26,3125517,,XXXLutz macht Wohnen zum Erlebnis.,http://bachmann.org/,YouTube Leaderboard
Billa Werbespot 1996,Billa,YouTube,2023-01-15,5764120,Petra Frey,Bei Lidl Österreich ist mehr für dich drin.,http://schilcher.co.at/,ORF
